Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP0996,Sales,35,988000,9,43.1,76.0,Yes
EMP0997,IT,31,1071000,7,49.3,75.6,Yes
EMP0998,Finance,28,940000,6,36.3,65.4,No
EMP0999,Operations,38,750000,3,46.9,78.4,No
EMP1000,Sales,36,1147000,7,41.5,85.9,Yes
EMP1001,Sales,44,934000,4,37.6,75.0,Yes
EMP1002,Operations,21,720000,9,44.8,73.4,No
EMP1003,Operations,33,970000,6,43.7,77.2,No
EMP1004,IT,37,1029000,3,46.1,62.3,No
EMP1005,HR,46,1020000,4,42.3,62.5,No
EMP1006,Sales,37,968000,15,50.9,100.0,Yes
EMP1007,Finance,37,965000,5,41.3,68.1,No
EMP1008,HR,31,961000,3,40.6,60.1,No
EMP1009,Marketing,37,894000,2,37.6,53.7,No
EMP1010,IT,36,1074000,5,39.6,70.9,No
EMP1011,Operations,28,765000,3,40.8,63.9,No
EMP1012,IT,31,920000,7,48.5,82.7,Yes
EMP1013,IT,22,836000,10,47.4,78.6,No
EMP1014,HR,28,844000,4,43.5,74.3,Yes
EMP1015,Finance,29,1024000,8,43.8,67.2,No
EMP1016,Finance,29,886000,8,43.3,73.2,No
EMP1017,IT,40,1103000,5,40.4,78.6,No
EMP1018,IT,30,1018000,10,47.9,83.5,Yes
EMP1019,HR,44,907000,4,46.7,77.0,Yes
EMP1020,HR,31,892000,4,39.8,79.7,No
EMP1021,Operations,33,931000,5,48.6,67.1,No
EMP1022,Operations,38,778000,1,55.0,62.3,No
EMP1023,IT,44,980000,10,45.7,93.5,Yes
EMP1024,Marketing,38,973000,4,44.3,71.0,No
EMP1025,HR,40,897000,4,41.4,62.3,No
EMP1026,Sales,32,937000,7,41.2,71.7,No
EMP1027,IT,41,1195000,12,49.2,90.1,Yes
EMP1028,Sales,40,883000,6,45.2,83.4,No
EMP1029,Marketing,28,800000,7,46.6,82.8,No
EMP1030,IT,39,1125000,7,45.6,78.4,Yes
EMP1031,Operations,44,1087000,5,47.9,64.0,No
EMP1032,Marketing,31,1002000,9,48.5,73.7,No
EMP1033,Sales,35,932000,9,49.7,82.5,Yes
EMP1034,Finance,44,1086000,12,46.2,86.1,Yes
EMP1035,Marketing,25,864000,2,44.1,60.5,No
EMP1036,Sales,43,989000,5,50.4,77.3,No
EMP1037,Sales,26,884000,6,44.2,71.4,No
EMP1038,HR,33,761000,3,49.6,69.0,No
EMP1039,Operations,36,886000,6,45.3,76.3,No
EMP1040,IT,29,1044000,9,45.8,79.6,Yes
EMP1041,HR,23,786000,2,41.6,56.2,No
EMP1042,Sales,42,1133000,9,52.0,65.0,Yes
EMP1043,Sales,25,981000,8,46.0,69.1,Yes
EMP1044,Finance,28,840000,6,36.3,61.6,No
EMP1045,Finance,32,927000,10,47.8,79.4,Yes
EMP1046,Sales,37,808000,12,50.8,97.6,Yes
EMP1047,Finance,43,1035000,6,39.2,73.6,Yes
EMP1048,Marketing,35,928000,12,51.0,90.7,Yes
EMP1049,Operations,35,1069000,9,39.1,58.5,No
EMP1050,Finance,43,955000,5,38.2,60.5,No
EMP1051,Sales,26,1026000,7,43.1,68.5,Yes
EMP1052,Sales,36,820000,10,46.0,83.3,Yes
EMP1053,HR,46,917000,7,39.3,59.9,Yes
EMP1054,Sales,34,848000,9,47.7,87.6,Yes
EMP1055,HR,25,719000,5,43.1,65.1,No
EMP1056,Finance,30,791000,4,36.2,70.5,No
EMP1057,IT,34,1194000,5,35.8,72.7,Yes
EMP1058,HR,45,912000,3,49.6,69.6,No
EMP1059,Sales,34,853000,6,42.5,74.4,No
EMP1060,Operations,28,783000,8,60.0,88.4,Yes
EMP1061,IT,42,1218000,10,50.8,80.2,Yes
EMP1062,Sales,28,978000,3,47.8,66.9,Yes
EMP1063,Operations,27,709000,4,47.1,67.5,No
EMP1064,Operations,28,756000,9,41.1,89.4,Yes
EMP1065,Marketing,31,841000,2,38.7,50.7,No
EMP1066,Finance,46,1264000,14,46.5,95.7,Yes
EMP1067,IT,41,1202000,5,50.4,89.3,Yes
EMP1068,Finance,35,1114000,6,55.1,90.0,Yes
EMP1069,Finance,22,1011000,6,43.3,70.6,No
EMP1070,IT,26,1025000,6,47.8,63.5,No
EMP1071,Marketing,34,922000,5,43.3,68.6,No
EMP1072,IT,34,1146000,4,41.2,67.7,No
EMP1073,Marketing,37,1020000,7,42.6,68.3,No
EMP1074,Sales,30,966000,9,47.9,76.9,Yes
EMP1075,HR,44,1010000,3,45.6,77.2,Yes
EMP1076,Finance,41,1095000,5,40.8,78.6,Yes
EMP1077,IT,41,1185000,11,34.4,74.5,Yes
EMP1078,Sales,48,1152000,9,39.3,78.2,No
EMP1079,IT,24,977000,10,50.8,73.1,Yes
EMP1080,IT,29,1092000,10,41.2,81.7,Yes
EMP1081,Finance,37,1011000,4,49.8,77.7,Yes
EMP1082,Marketing,40,1042000,4,54.8,88.8,Yes
EMP1083,IT,34,1007000,12,47.6,88.0,Yes
EMP1084,Sales,26,897000,9,43.8,66.6,No
EMP1085,Finance,30,1058000,6,36.5,63.2,Yes
EMP1086,Sales,22,789000,12,41.9,71.5,No
EMP1087,Marketing,40,902000,7,49.6,84.2,Yes
EMP1088,IT,33,966000,4,38.4,66.2,No
EMP1089,Sales,39,1026000,5,40.2,59.9,No
EMP1090,Operations,36,881000,6,48.1,68.1,No
EMP1091,Marketing,35,1001000,15,31.4,82.8,Yes
EMP1092,Finance,25,909000,8,45.7,78.0,No
EMP1093,IT,33,1175000,10,42.2,86.2,Yes
EMP1094,IT,35,1161000,5,46.3,74.7,No
EMP1095,Sales,33,971000,6,40.6,65.9,Yes
EMP1096,Marketing,30,823000,6,46.8,68.9,No
EMP1097,Finance,26,922000,6,45.3,73.7,No
EMP1098,Marketing,32,1124000,4,50.4,73.9,No
EMP1099,Marketing,42,1110000,7,40.4,79.0,Yes
EMP1100,HR,41,778000,6,43.2,68.0,No
EMP1101,IT,45,1009000,3,41.3,73.5,No
EMP1102,IT,37,1070000,5,41.9,76.3,No
EMP1103,IT,36,1063000,8,35.9,87.4,Yes
EMP1104,IT,31,1091000,8,50.3,68.8,No
EMP1105,Finance,34,1106000,7,42.1,67.4,Yes
EMP1106,IT,28,885000,8,44.4,72.3,Yes
EMP1107,Sales,23,690000,7,51.6,84.4,No
EMP1108,Finance,40,1010000,7,44.4,77.2,Yes
EMP1109,HR,47,1083000,3,43.3,81.1,Yes
EMP1110,Operations,38,741000,8,43.4,68.8,No
EMP1111,Finance,28,889000,3,40.0,57.5,No
EMP1112,Finance,37,929000,7,43.2,63.1,Yes
EMP1113,Marketing,34,804000,6,46.8,70.3,Yes
EMP1114,Finance,35,891000,7,54.0,89.9,No
EMP1115,Finance,21,1006000,6,43.8,66.7,No
EMP1116,Sales,44,1095000,10,41.5,75.4,Yes
EMP1117,IT,28,1137000,6,47.4,81.2,No
EMP1118,Sales,21,979000,7,48.1,78.4,No
EMP1119,Operations,30,972000,5,46.2,61.8,No
EMP1120,Finance,39,997000,6,41.9,82.3,No
EMP1121,Finance,37,1081000,7,51.7,85.0,Yes
EMP1122,IT,34,1000000,6,46.7,73.8,No
EMP1123,IT,43,1025000,12,50.3,100.0,Yes
EMP1124,IT,29,1041000,13,42.0,90.5,Yes
EMP1125,Operations,42,1016000,10,47.4,85.7,No
EMP1126,IT,28,1006000,4,37.9,74.5,No
EMP1127,IT,23,1066000,13,47.0,77.9,No
EMP1128,HR,43,907000,9,54.0,84.6,Yes
EMP1129,Operations,39,943000,2,48.1,65.2,No
EMP1130,IT,31,1049000,3,39.4,66.9,No
EMP1131,Marketing,31,842000,7,44.9,73.1,No
EMP1132,Finance,21,858000,4,43.8,74.1,No
EMP1133,Sales,31,693000,7,44.1,77.1,No
EMP1134,Sales,37,925000,6,45.7,84.1,No
EMP1135,Operations,30,900000,9,36.5,70.3,No
EMP1136,Finance,31,942000,12,42.4,86.1,Yes
EMP1137,Marketing,30,804000,5,37.7,62.8,No
EMP1138,Finance,29,1041000,8,59.0,85.6,Yes
EMP1139,Marketing,31,787000,7,47.2,67.0,No
EMP1140,IT,31,894000,6,45.1,57.2,No
EMP1141,Operations,46,938000,15,52.8,94.2,Yes
EMP1142,Marketing,30,941000,9,41.0,65.7,No
EMP1143,Marketing,30,786000,4,53.6,67.9,No
EMP1144,IT,44,1199000,5,49.4,79.4,Yes
EMP1145,Operations,37,854000,5,51.8,80.5,No
EMP1146,Sales,38,965000,8,40.5,62.4,No
EMP1147,Marketing,33,609000,8,49.7,74.7,Yes
EMP1148,Operations,37,940000,9,46.5,85.7,Yes
EMP1149,Sales,36,893000,6,49.8,88.7,Yes
EMP1150,IT,46,1175000,4,41.8,72.1,No
EMP1151,Finance,44,1085000,6,43.1,85.0,Yes
EMP1152,Marketing,35,904000,5,43.8,69.3,No
EMP1153,IT,39,939000,7,51.9,93.9,Yes
EMP1154,Finance,40,1021000,6,39.5,64.7,No
EMP1155,IT,37,958000,9,57.3,90.5,Yes
EMP1156,HR,29,993000,4,43.5,62.0,No
EMP1157,Sales,38,971000,2,48.1,81.1,No
EMP1158,Sales,43,980000,9,42.3,88.2,Yes
EMP1159,Marketing,29,1012000,4,38.6,73.8,No
EMP1160,Operations,37,964000,5,53.7,86.2,Yes
EMP1161,HR,32,929000,4,45.1,77.3,No
EMP1162,Finance,30,1110000,3,39.1,53.3,No
EMP1163,Operations,36,849000,10,41.6,79.1,Yes
EMP1164,Operations,36,902000,4,40.3,68.7,No
EMP1165,Operations,35,637000,10,48.2,76.8,No
EMP1166,Sales,34,1143000,4,45.9,82.7,No
EMP1167,Operations,34,920000,10,49.1,71.8,No
EMP1168,HR,25,704000,6,46.4,71.9,No
EMP1169,Finance,21,855000,7,44.5,78.3,No
EMP1170,Sales,42,1035000,9,41.5,89.5,Yes
EMP1171,Marketing,37,1119000,3,50.0,87.8,No
EMP1172,Operations,43,812000,9,40.7,71.0,No
EMP1173,IT,47,1241000,3,41.5,68.0,No
EMP1174,Sales,32,968000,5,36.9,75.5,No
EMP1175,Marketing,43,1039000,6,36.8,73.5,No
EMP1176,Sales,32,1016000,4,47.1,64.1,Yes
EMP1177,Sales,22,590000,4,37.1,59.8,No
EMP1178,Marketing,37,829000,9,52.0,88.3,Yes
EMP1179,HR,33,978000,3,42.7,61.1,No
EMP1180,Marketing,28,881000,7,46.5,76.2,No
EMP1181,Operations,47,949000,1,38.3,60.5,No
EMP1182,IT,23,1033000,4,43.1,62.6,No
EMP1183,Marketing,46,1019000,7,42.7,66.1,No
EMP1184,IT,27,894000,4,31.2,57.1,No
EMP1185,Sales,33,975000,3,46.8,64.7,No
EMP1186,Finance,30,875000,9,49.8,85.0,Yes
EMP1187,IT,36,1140000,7,47.1,83.1,Yes
EMP1188,Finance,37,1250000,10,55.8,78.0,Yes
EMP1189,IT,43,1282000,4,49.1,72.1,Yes
EMP1190,IT,34,1127000,5,44.2,73.1,Yes
EMP1191,Operations,26,836000,5,41.8,63.3,No
EMP1192,HR,35,667000,3,40.1,54.3,No
EMP1193,Sales,21,983000,14,44.7,92.2,No
EMP1194,Sales,33,752000,8,37.7,68.2,Yes
EMP1195,IT,38,1154000,5,44.2,80.9,Yes
EMP1196,Finance,25,939000,6,42.2,73.9,Yes
EMP1197,Marketing,29,1041000,4,36.7,63.3,No
EMP1198,Marketing,31,947000,6,48.1,76.9,No
EMP1199,Sales,25,838000,4,44.0,66.4,Yes
EMP1200,HR,26,787000,5,43.2,61.8,No
EMP1201,Finance,21,788000,3,46.0,71.8,No
EMP1202,Marketing,30,912000,6,48.4,74.6,Yes
EMP1203,Operations,45,915000,7,53.1,89.7,Yes
EMP1204,Marketing,25,845000,10,49.1,77.5,No
EMP1205,Finance,36,1166000,8,45.3,71.9,Yes
EMP1206,Sales,30,900000,7,37.8,66.0,Yes
EMP1207,IT,33,929000,7,46.0,82.4,Yes
EMP1208,Operations,42,1024000,8,42.9,71.6,Yes
EMP1209,Marketing,34,1043000,9,42.3,82.1,No
EMP1210,Finance,24,883000,3,48.0,67.6,No
EMP1211,Marketing,28,873000,10,30.0,59.2,No
EMP1212,Operations,34,866000,4,45.3,66.7,No
EMP1213,IT,32,1025000,8,49.0,89.5,No
EMP1214,Marketing,34,880000,13,42.3,90.7,Yes
EMP1215,Operations,45,878000,5,48.1,67.4,Yes
EMP1216,Sales,39,1038000,7,42.9,68.9,No
EMP1217,Finance,36,1011000,5,45.7,65.6,No
EMP1218,Sales,36,850000,8,42.1,75.4,Yes
EMP1219,HR,26,747000,3,45.2,66.8,Yes
EMP1220,HR,28,956000,7,41.5,75.1,Yes
EMP1221,Marketing,37,983000,6,38.9,76.3,No
EMP1222,Operations,35,907000,10,46.3,91.8,Yes
EMP1223,Sales,35,852000,10,48.1,74.5,Yes
EMP1224,Sales,29,923000,9,48.9,88.3,Yes
EMP1225,Sales,30,896000,7,41.2,64.5,No
EMP1226,Finance,23,869000,10,40.6,71.9,Yes
EMP1227,Operations,36,901000,9,48.7,83.1,Yes
EMP1228,Finance,32,1057000,4,40.8,64.1,No
EMP1229,Sales,44,1195000,7,45.9,73.5,Yes
EMP1230,Operations,38,946000,11,45.2,72.0,Yes
EMP1231,Sales,37,1014000,6,38.4,66.9,Yes
EMP1232,Sales,36,1023000,6,40.9,64.0,No
EMP1233,Operations,39,879000,6,39.8,68.5,No
EMP1234,Finance,46,1144000,2,43.5,75.6,Yes
EMP1235,Finance,37,943000,7,53.3,88.4,No
EMP1236,Operations,40,1084000,7,44.7,69.8,Yes
EMP1237,Finance,34,1083000,5,56.4,64.6,Yes
EMP1238,IT,37,1145000,11,46.6,86.3,Yes
EMP1239,HR,23,768000,5,44.7,67.0,No
EMP1240,Marketing,33,804000,4,44.0,61.4,No
EMP1241,Finance,43,1157000,3,40.5,68.2,No
EMP1242,Finance,42,1143000,4,39.9,74.0,Yes
EMP1243,Sales,43,1129000,9,49.8,85.9,Yes
EMP1244,IT,41,1224000,10,43.4,78.2,Yes
EMP1245,IT,49,988000,9,48.5,87.1,Yes
EMP1246,HR,34,919000,3,41.6,67.4,No
EMP1247,Operations,49,975000,8,37.0,75.9,No
EMP1248,Operations,39,989000,13,53.6,99.3,Yes
EMP1249,Sales,30,909000,12,45.0,92.2,Yes
EMP1250,Finance,32,1026000,3,37.8,60.2,No
EMP1251,Finance,33,957000,9,47.2,76.3,No
EMP1252,IT,35,1083000,6,42.4,74.0,Yes
EMP1253,Operations,26,895000,8,45.3,87.5,Yes
EMP1254,Operations,44,1184000,7,51.2,93.3,Yes
EMP1255,HR,40,996000,10,36.5,85.0,No
EMP1256,Finance,27,958000,6,50.6,74.5,No
EMP1257,IT,32,1083000,7,36.6,62.2,Yes
EMP1258,IT,28,945000,7,48.6,81.2,No
EMP1259,Finance,43,1181000,8,50.9,90.4,Yes
EMP1260,Marketing,44,1026000,2,45.0,84.3,Yes
EMP1261,Operations,37,932000,9,44.5,72.4,No
EMP1262,Sales,32,843000,2,32.7,50.7,No
EMP1263,Operations,43,989000,6,52.0,84.2,Yes
EMP1264,IT,34,1147000,6,39.8,82.2,Yes
EMP1265,Operations,21,676000,6,55.6,72.4,No
EMP1266,Operations,39,704000,7,48.2,72.2,Yes
EMP1267,HR,32,768000,6,48.9,81.3,No
EMP1268,Finance,21,925000,7,40.6,69.8,No
EMP1269,Marketing,40,968000,10,45.4,72.7,No
EMP1270,Operations,32,769000,6,44.7,73.6,No
EMP1271,IT,40,1133000,5,54.4,93.8,Yes
EMP1272,IT,35,1016000,6,49.5,81.6,Yes
EMP1273,Sales,34,943000,7,42.2,79.5,Yes
EMP1274,Operations,41,823000,6,48.8,77.3,No
EMP1275,Operations,31,778000,7,50.5,74.5,No
EMP1276,Sales,39,1040000,6,48.5,67.3,Yes
EMP1277,IT,45,1047000,6,44.8,75.5,Yes
EMP1278,Sales,38,971000,7,41.0,71.9,No
EMP1279,Operations,38,801000,6,43.5,82.1,No
EMP1280,Sales,38,868000,9,46.8,74.3,Yes
EMP1281,Marketing,39,1031000,3,42.0,86.1,No
EMP1282,HR,25,777000,6,41.5,63.5,No
EMP1283,Sales,31,1047000,5,45.3,64.0,Yes
EMP1284,Sales,34,1002000,12,44.9,91.2,Yes
EMP1285,IT,31,941000,1,38.9,53.8,No
EMP1286,Sales,44,1009000,8,37.9,78.7,Yes
EMP1287,Sales,43,1143000,10,57.9,99.2,Yes
EMP1288,IT,40,1317000,3,40.6,65.2,No
EMP1289,Finance,31,1139000,7,45.5,80.5,Yes
EMP1290,IT,51,1259000,7,45.5,73.1,Yes
EMP1291,Finance,38,925000,2,53.7,68.4,No
EMP1292,Sales,28,1101000,9,51.3,65.1,Yes
EMP1293,IT,28,1090000,5,36.8,63.9,Yes
EMP1294,Finance,34,1046000,6,44.4,57.5,No
EMP1295,Sales,38,932000,8,43.2,76.3,Yes
EMP1296,Operations,31,870000,10,49.8,83.6,No
EMP1297,IT,28,1149000,9,42.0,86.6,Yes
EMP1298,Finance,36,1178000,6,51.4,74.7,Yes
EMP1299,Finance,40,1104000,1,37.6,69.8,No
EMP1300,IT,40,1241000,8,47.5,81.5,No
EMP1301,HR,37,856000,11,51.8,97.5,No
EMP1302,Operations,22,836000,8,54.1,70.3,No
EMP1303,Marketing,40,884000,4,36.1,61.9,No
EMP1304,Marketing,28,967000,10,39.0,69.0,Yes
EMP1305,Sales,28,873000,7,49.3,70.3,No
EMP1306,Finance,22,907000,4,48.5,73.5,No
EMP1307,IT,44,1112000,8,42.0,84.1,Yes
EMP1308,Sales,32,1002000,8,42.6,68.8,No
EMP1309,IT,45,1186000,15,53.1,93.0,Yes
EMP1310,IT,46,1205000,7,38.3,71.3,Yes
EMP1311,Operations,35,968000,6,44.3,51.3,No
EMP1312,Finance,32,1121000,12,52.9,100.0,Yes
EMP1313,IT,39,1169000,6,51.1,79.9,Yes
EMP1314,Marketing,48,1071000,10,42.1,92.3,Yes
EMP1315,Finance,43,1063000,9,51.2,89.0,Yes
EMP1316,Marketing,47,892000,8,47.4,74.5,No
EMP1317,Sales,30,904000,4,41.9,69.6,No
EMP1318,Finance,24,888000,6,41.1,72.7,No
EMP1319,Marketing,30,1027000,5,44.4,67.0,No
EMP1320,Marketing,28,1031000,6,43.1,77.3,Yes
EMP1321,Sales,42,1042000,7,45.4,90.9,Yes
EMP1322,Operations,33,834000,5,40.1,64.6,No
EMP1323,Sales,25,883000,2,45.3,48.0,No
EMP1324,HR,38,820000,5,32.3,54.4,No
EMP1325,IT,22,787000,6,46.9,68.5,No
EMP1326,Operations,28,803000,8,41.2,56.2,No
EMP1327,IT,42,1097000,2,46.0,65.4,No
EMP1328,IT,22,977000,14,47.0,86.4,Yes
EMP1329,Sales,40,883000,6,40.1,75.8,No
EMP1330,IT,37,1105000,8,43.9,70.6,Yes
EMP1331,Operations,21,1095000,3,41.8,54.5,No
EMP1332,Sales,37,866000,6,37.0,73.9,No
EMP1333,HR,29,858000,4,50.2,68.8,No
EMP1334,Marketing,27,739000,11,49.1,87.1,Yes
EMP1335,Sales,31,966000,5,42.9,71.5,No
EMP1336,Sales,29,1065000,6,33.8,75.6,No
EMP1337,Sales,30,889000,2,45.7,52.0,No
EMP1338,Operations,26,820000,11,42.9,76.5,No
EMP1339,Sales,21,694000,7,42.6,69.4,No
EMP1340,Finance,29,742000,5,49.7,81.9,No
EMP1341,Finance,32,901000,11,50.0,80.6,Yes
EMP1342,Finance,34,1050000,6,42.0,75.2,No
EMP1343,Operations,43,1117000,2,43.1,64.7,No
EMP1344,Operations,42,989000,2,34.7,68.1,Yes
EMP1345,Sales,30,831000,5,40.6,60.3,No
EMP1346,IT,32,904000,3,47.1,72.3,No
EMP1347,Sales,36,901000,2,53.9,77.5,No
EMP1348,Sales,41,879000,10,48.6,86.8,Yes
EMP1349,Operations,30,689000,6,43.4,70.1,No
EMP1350,Sales,23,938000,7,46.4,73.4,No
EMP1351,HR,40,1017000,4,39.3,68.9,No
EMP1352,HR,23,859000,7,47.6,64.9,Yes
EMP1353,Marketing,33,844000,7,48.0,76.7,No
EMP1354,Finance,32,1141000,7,40.5,66.8,No
EMP1355,Sales,39,882000,7,44.5,80.3,No
EMP1356,HR,31,802000,8,45.9,86.2,Yes
EMP1357,Finance,23,841000,6,46.7,72.6,Yes
EMP1358,Finance,34,1135000,3,38.7,68.0,Yes
EMP1359,HR,45,948000,3,53.5,77.3,No
EMP1360,IT,25,894000,1,45.6,60.7,No
EMP1361,Finance,35,954000,3,40.8,50.2,No
EMP1362,Marketing,29,889000,6,48.7,71.4,No
EMP1363,Sales,26,972000,8,38.6,68.3,Yes
EMP1364,Finance,49,1187000,4,43.7,90.9,Yes
EMP1365,Finance,41,757000,6,48.4,77.2,No
EMP1366,IT,39,1098000,3,39.9,70.9,Yes
EMP1367,Sales,29,1003000,7,44.2,71.9,Yes
EMP1368,Sales,23,834000,8,51.1,69.9,No
EMP1369,IT,29,946000,4,37.3,65.6,No
EMP1370,IT,28,1212000,6,47.4,91.3,Yes
EMP1371,Sales,44,872000,2,40.9,61.9,No
EMP1372,IT,27,892000,5,45.4,78.0,No
EMP1373,IT,30,960000,2,32.6,58.7,No
EMP1374,IT,44,1204000,5,39.7,85.5,Yes
EMP1375,Sales,47,977000,8,51.9,93.5,Yes
EMP1376,Finance,36,1102000,10,45.4,89.1,Yes
EMP1377,IT,22,977000,7,47.1,84.8,No
EMP1378,IT,21,845000,3,46.1,63.9,No
EMP1379,Finance,34,1013000,6,39.4,69.2,Yes
EMP1380,Marketing,36,893000,4,42.0,71.7,No
EMP1381,Marketing,36,967000,2,45.4,69.6,No
EMP1382,Operations,35,1041000,8,42.1,74.3,Yes
EMP1383,Sales,21,959000,9,49.2,78.7,No
EMP1384,IT,21,969000,5,45.9,80.0,No
EMP1385,Finance,36,1242000,5,34.4,71.9,Yes
EMP1386,Operations,29,873000,12,45.4,84.7,No
EMP1387,Marketing,44,956000,7,42.3,85.0,Yes
EMP1388,Sales,39,894000,3,38.1,75.1,No
EMP1389,Operations,43,1039000,2,42.4,66.8,No
EMP1390,Marketing,34,1021000,8,48.4,74.4,No
EMP1391,Marketing,36,880000,6,43.4,72.3,No
EMP1392,IT,44,865000,6,38.3,78.6,Yes
EMP1393,Sales,44,1072000,4,40.1,71.1,Yes
EMP1394,Sales,28,798000,4,43.7,59.6,No
EMP1395,Operations,37,1024000,4,36.0,56.4,Yes
EMP1396,Marketing,29,792000,3,41.1,63.2,No
EMP1397,Operations,36,910000,5,47.5,59.0,No
EMP1398,Operations,46,971000,6,44.7,64.0,No
EMP1399,IT,39,995000,11,44.2,85.5,Yes
EMP1400,Finance,25,1025000,7,52.8,85.8,Yes
EMP1401,IT,29,976000,5,44.8,61.8,No
EMP1402,Finance,30,997000,4,41.7,72.1,No
EMP1403,Marketing,40,860000,6,41.9,79.9,Yes
EMP1404,HR,40,1017000,4,42.1,63.0,No
EMP1405,IT,23,1031000,1,42.6,65.0,No
EMP1406,Finance,45,1002000,3,38.2,65.2,No
EMP1407,Operations,36,741000,5,40.9,58.2,No
EMP1408,Marketing,27,882000,9,47.1,88.7,Yes
EMP1409,Operations,26,983000,7,41.5,52.3,No
EMP1410,Sales,37,918000,3,43.3,82.4,Yes
EMP1411,Marketing,36,964000,9,50.5,87.0,Yes
EMP1412,IT,30,1055000,7,46.9,82.3,No
EMP1413,Finance,36,958000,5,42.0,63.9,No
EMP1414,IT,37,1156000,11,51.0,69.1,No
EMP1415,Sales,30,836000,7,49.0,86.0,Yes
EMP1416,IT,37,983000,4,36.3,66.2,Yes
EMP1417,Finance,27,862000,6,40.3,65.9,No
EMP1418,Finance,42,957000,6,40.2,87.5,No
EMP1419,HR,44,844000,4,52.3,88.8,Yes
EMP1420,Finance,23,1077000,5,48.2,73.8,Yes
EMP1421,Finance,31,954000,5,40.3,74.3,No
EMP1422,Operations,21,863000,9,37.4,62.5,Yes
EMP1423,IT,28,964000,11,48.0,79.7,Yes
EMP1424,Finance,34,967000,6,47.3,63.3,No
EMP1425,IT,32,1103000,5,50.5,71.9,No
EMP1426,Finance,35,997000,6,44.4,73.4,No
EMP1427,HR,22,866000,3,43.7,59.9,No
EMP1428,Sales,43,1150000,3,31.2,57.8,No
EMP1429,Finance,37,1036000,4,45.2,76.5,Yes
EMP1430,IT,43,1132000,8,47.1,85.2,Yes
EMP1431,Finance,35,1207000,2,39.3,64.7,Yes
EMP1432,Sales,28,810000,2,40.7,62.1,No
EMP1433,Operations,33,970000,13,50.1,98.7,Yes
EMP1434,Marketing,30,950000,4,39.8,72.3,Yes
EMP1435,Operations,32,956000,4,39.8,65.9,Yes
EMP1436,HR,40,1049000,5,37.5,78.6,Yes
EMP1437,Finance,29,1037000,6,47.3,84.3,No
EMP1438,Sales,28,968000,3,42.2,74.9,No
EMP1439,Sales,42,942000,3,52.3,70.1,Yes
EMP1440,Marketing,30,1043000,6,41.3,71.7,Yes
EMP1441,Marketing,39,948000,7,41.6,81.7,No
EMP1442,Marketing,29,823000,4,38.7,67.5,No
EMP1443,Operations,36,845000,7,45.2,75.1,No
EMP1444,Finance,34,894000,8,39.6,78.9,Yes
EMP1445,HR,30,725000,3,46.2,77.5,No
EMP1446,IT,38,1171000,5,37.0,70.9,No
EMP1447,Operations,36,942000,2,39.8,59.6,No
EMP1448,Finance,25,1077000,6,41.6,81.6,No
EMP1449,Marketing,26,734000,11,48.0,74.6,No
EMP1450,Finance,32,983000,11,44.4,80.3,No
EMP1451,Finance,29,999000,11,48.2,82.8,No
EMP1452,IT,48,1155000,8,39.9,74.5,Yes
EMP1453,Operations,22,731000,6,34.4,66.2,No
EMP1454,Sales,32,997000,5,58.3,77.4,No
EMP1455,Finance,35,1150000,9,38.6,77.6,Yes
EMP1456,Finance,27,1061000,9,43.4,78.6,Yes
EMP1457,Sales,29,1046000,5,42.4,77.6,No
EMP1458,Operations,31,1041000,6,41.3,72.0,Yes
EMP1459,HR,28,864000,2,46.4,73.2,No
EMP1460,IT,26,1016000,2,44.4,78.0,No
EMP1461,IT,37,1189000,4,45.8,81.1,No
EMP1462,Sales,35,985000,6,41.7,73.4,No
EMP1463,Operations,35,949000,5,49.4,80.1,Yes
EMP1464,Operations,21,736000,7,44.2,70.9,No
EMP1465,Operations,44,1142000,4,40.6,67.8,Yes
EMP1466,Sales,32,776000,4,41.8,72.1,No
EMP1467,HR,42,831000,2,46.6,72.4,Yes
EMP1468,Marketing,31,988000,7,44.6,74.8,No
EMP1469,Operations,30,932000,4,43.3,59.7,No
EMP1470,Sales,34,1023000,7,48.2,84.9,Yes
EMP1471,IT,25,945000,6,42.7,76.1,No
EMP1472,IT,32,1069000,6,49.6,65.6,No
EMP1473,Finance,34,922000,7,41.8,75.9,Yes
EMP1474,Finance,38,1098000,8,43.0,71.1,Yes
EMP1475,Sales,40,968000,6,33.1,58.3,No
EMP1476,Sales,38,1067000,8,45.6,80.1,Yes
EMP1477,IT,35,1084000,9,41.1,85.4,No
EMP1478,HR,37,801000,6,38.0,83.3,No
EMP1479,IT,38,1147000,2,44.3,74.9,No
EMP1480,Finance,42,1044000,9,55.0,96.3,Yes
EMP1481,Finance,42,1085000,14,40.5,81.2,Yes
EMP1482,Marketing,27,759000,13,47.1,77.4,Yes
EMP1483,Sales,30,938000,3,35.7,61.2,No
EMP1484,IT,34,1022000,6,40.4,67.9,No
EMP1485,HR,25,735000,6,44.2,61.7,No
EMP1486,Operations,28,907000,5,44.7,57.8,No
EMP1487,IT,29,1144000,8,56.4,96.2,Yes
EMP1488,IT,24,1108000,8,38.1,68.6,Yes
EMP1489,Marketing,25,804000,4,45.3,72.2,No
EMP1490,Marketing,38,845000,2,54.6,81.7,No
EMP1491,Sales,33,1017000,10,52.6,80.7,Yes
